comment_text,comment_location,language,link available?,paper type?,knowledge type?,knowledge size?,purpose of providing link?,repository type?,knowledge transfer?,same authors?
"`` `` '' '' Spatial transformer layer The layer applies an affine transformation on the input . The affine transformation is parameterized with six learned parameters [ 1 ] _ . The output is interpolated with a bilinear transformation . Parameters -- -- -- -- -- incoming : a : class : ` Layer ` instance or a tuple The layer feeding into this layer , or the expected input shape . The output of this layer should be a 4D tensor , with shape `` ( batch_size , num_input_channels , input_rows , input_columns ) `` . localization_network : a : class : ` Layer ` instance The network that calculates the parameters of the affine transformation . See the example for how to initialize to the identity transform . downsample_factor : float or iterable of float A float or a 2-element tuple specifying the downsample factor for the output image ( in both spatial dimensions ) . A value of 1 will keep the original size of the input . Values larger than 1 will downsample the input . Values below 1 will upsample the input . border_mode : 'nearest ' , 'mirror ' , or 'wrap ' Determines how border conditions are handled during interpolation . If 'nearest ' , points outside the grid are clipped to the boundary . If 'mirror ' , points are mirrored across the boundary . If 'wrap ' , points wrap around to the other side of the grid . See http : stackoverflow.com q 22669252 22670830 22670830 for details . References -- -- -- -- -- .. [ 1 ] Max Jaderberg , Karen Simonyan , Andrew Zisserman , Koray Kavukcuoglu ( 2015 ) : Spatial Transformer Networks . NIPS 2015 , http : papers.nips.cc paper 5854-spatial-transformer-networks.pdf Examples -- -- -- -- Here we set up the layer to initially do the identity transform , similarly to [ 1 ] _ . Note that you will want to use a localization with linear output . If the output from the localization networks is [ t1 , t2 , t3 , t4 , t5 , t6 ] then t1 and t5 determines zoom , t2 and t4 determines skewness , and t3 and t6 move the center position . > > > import numpy as np > > > import lasagne > > > b = np.zeros ( ( 2 , 3 ) , dtype='float32 ' ) > > > b [ 0 , 0 ] = 1 > > > b [ 1 , 1 ] = 1 > > > b = b.flatten ( ) identity transform > > > W = lasagne.init.Constant ( 0.0 ) > > > l_in = lasagne.layers.InputLayer ( ( None , 3 , 28 , 28 ) ) > > > l_loc = lasagne.layers.DenseLayer ( l_in , num_units=6 , W=W , b=b , ... nonlinearity=None ) > > > l_trans = lasagne.layers.TransformerLayer ( l_in , l_loc ) `` '' '' ''",https://github.com/Lasagne/Lasagne/blob/7992faa80fa5233a786e2582a605e854cea7d1cf/lasagne/layers/special.py#L355,Python,yes,conference,algorithm,class,reference,machine learning,formulas to source code,no
"`` < -- globalinfo-start -- > Classifier for building 'Functional trees ' , which are classification trees that could have logistic regression functions at the inner nodes and or leaves . The algorithm can deal with binary and multi-class target variables , numeric and nominal attributes and missing values. < br > < br > For more information see : < br > < br > Joao Gama ( 2004 ) . Functional Trees. < br > < br > Niels Landwehr , Mark Hall , Eibe Frank ( 2005 ) . Logistic Model Trees . < p > < -- globalinfo-end -- > < -- technical-bibtex-start -- > BibTeX : < pre > & 64 ; article { Gama2004 , author = { Joao Gama } , booktitle = { Machine Learning } , number = { 3 } , pages = { 219-250 } , title = { Functional Trees } , volume = { 55 } , year = { 2004 } } & 64 ; article { Landwehr2005 , author = { Niels Landwehr and Mark Hall and Eibe Frank } , booktitle = { Machine Learning } , number = { 1-2 } , pages = { 161-205 } , title = { Logistic Model Trees } , volume = { 95 } , year = { 2005 } } < pre > < p > < -- technical-bibtex-end -- > < -- options-start -- > Valid options are : < p > < pre > -B Binary splits ( convert nominal attributes to binary ones ) < pre > < pre > -P Use error on probabilities instead of misclassification error for stopping criterion of LogitBoost. < pre > < pre > -I & lt ; numIterations & gt ; Set fixed number of iterations for LogitBoost ( instead of using cross-validation ) < pre > < pre > -F & lt ; modelType & gt ; Set Funtional Tree type to be generate : 0 for FT , 1 for FTLeaves and 2 for FTInner < pre > < pre > -M & lt ; numInstances & gt ; Set minimum number of instances at which a node can be split ( default 15 ) < pre > < pre > -W & lt ; beta & gt ; Set beta for weight trimming for LogitBoost . Set to 0 ( default ) for no weight trimming. < pre > < pre > -A The AIC is used to choose the best iteration. < pre > < -- options-end -- > @ author Jo ~ { a } o Gama @ author Carlos Ferreira @ version $ Revision $ ``",https://github.com/svn2github/weka/blob/c8366c454e9718d0e1634ddf4a72319dac3ce559/tags/dev-3-7-11/packages/external/functionalTrees/src/main/java/weka/classifiers/trees/FT.java#L53,Java,yes,journal,algorithm,class,reference,machine learning,pseudocode to source code,no
"`` < -- globalinfo-start -- > Class for building and using a Discriminative Multinomial Naive Bayes classifier . For more information see , < br > < br > Jiang Su , Harry Zhang , Charles X. Ling , Stan Matwin : Discriminative Parameter Learning for Bayesian Networks . In : ICML 2008 ' , 2008. < br > < br > The core equation for this classifier : < br > < br > P [ Ci|D ] = ( P [ D|Ci ] x P [ Ci ] ) P [ D ] ( Bayes rule ) < br > < br > where Ci is class i and D is a document . < p > < -- globalinfo-end -- > < -- technical-bibtex-start -- > BibTeX : < pre > & 64 ; inproceedings { JiangSu2008 , author = { Jiang Su , Harry Zhang , Charles X. Ling , Stan Matwin } , booktitle = { ICML 2008 ' } , title = { Discriminative Parameter Learning for Bayesian Networks } , year = { 2008 } } < pre > < p > < -- technical-bibtex-end -- > < -- options-start -- > Valid options are : < p > < pre > -D If set , classifier is run in debug mode and may output additional info to the console < pre > < -- options-end -- > @ author Jiang Su ( Jiang.Su @ unb.ca ) 2008 @ version $ Revision $ ``",https://github.com/svn2github/weka/blob/c8366c454e9718d0e1634ddf4a72319dac3ce559/tags/before_scripting_upgrade/weka/src/main/java/weka/classifiers/bayes/DMNBtext.java#L42,Java,yes,conference,algorithm,class,reference,machine learning,pseudocode to source code,no
"`` def compute_rand_index ( self , test_labels , ground_truth_labels , mask ) : `` '' '' Calculate the Rand Index http : en.wikipedia.org wiki Rand_index Given a set of N elements and two partitions of that set , X and Y A = the number of pairs of elements in S that are in the same set in X and in the same set in Y B = the number of pairs of elements in S that are in different sets in X and different sets in Y C = the number of pairs of elements in S that are in the same set in X and different sets in Y D = the number of pairs of elements in S that are in different sets in X and the same set in Y The rand index is : A + B -- -- - A+B+C+D The adjusted rand index is the rand index adjusted for chance so as not to penalize situations with many segmentations . Jorge M. Santos , Mark Embrechts , `` On the Use of the Adjusted Rand Index as a Metric for Evaluating Supervised Classification '' , Lecture Notes in Computer Science , Springer , Vol . 5769 , pp . 175-184 , 2009 . Eqn 6 ExpectedIndex = best possible score ExpectedIndex = sum ( N_i choose 2 ) sum ( N_j choose 2 ) MaxIndex = worst possible score = 1 2 ( sum ( N_i choose 2 ) + sum ( N_j choose 2 ) ) total A total - ExpectedIndex -- -- -- -- -- -- -- -- -- -- -- -- - MaxIndex - ExpectedIndex returns a tuple of the Rand Index and the adjusted Rand Index `` '' '' ground_truth_labels = ground_truth_labels [ mask ] .astype ( numpy.uint64 ) test_labels = test_labels [ mask ] .astype ( numpy.uint64 ) if len ( test_labels ) > 0 : Create a sparse matrix of the pixel labels in each of the sets The matrix , N ( i , j ) gives the counts of all of the pixels that were labeled with label I in the ground truth and label J in the test set . N_ij = scipy.sparse.coo_matrix ( ( numpy.ones ( len ( test_labels ) ) , ( ground_truth_labels , test_labels ) ) ) .toarray ( ) def choose2 ( x ) : `` 'Compute of pairs of x things = x ( x-1 ) 2 '' ' return x ( x - 1 ) 2 Each cell in the matrix is a count of a grouping of pixels whose pixel pairs are in the same set in both groups . The number of pixel pairs is n ( n - 1 ) , so A = sum ( matrix ( matrix - 1 ) ) A = numpy.sum ( choose2 ( N_ij ) ) B is the sum of pixels that were classified differently by both sets . But the easier calculation is to find A , C and D and get B by subtracting A , C and D from the N ( N - 1 ) , the total number of pairs . For C , we take the number of pixels classified as `` i '' and for each `` j '' , subtract N ( i , j ) from N ( i ) to get the number of pixels in N ( i , j ) that are in some other set = ( N ( i ) - N ( i , j ) ) N ( i , j ) We do the similar calculation for D N_i = numpy.sum ( N_ij , 1 ) N_j = numpy.sum ( N_ij , 0 ) C = numpy.sum ( ( N_i [ : , numpy.newaxis ] - N_ij ) N_ij ) 2 D = numpy.sum ( ( N_j [ numpy.newaxis , : ] - N_ij ) N_ij ) 2 total = choose2 ( len ( test_labels ) ) an astute observer would say , why bother computing A and B when all we need is A+B and C , D and the total can be used to do that . The calculations are n't too expensive , though , so I do them . B = total - A - C - D rand_index = ( A + B ) total Compute adjusted Rand Index expected_index = numpy.sum ( choose2 ( N_i ) ) numpy.sum ( choose2 ( N_j ) ) max_index = ( numpy.sum ( choose2 ( N_i ) ) + numpy.sum ( choose2 ( N_j ) ) ) total 2 adjusted_rand_index = ( A total - expected_index ) ( max_index - expected_index ) else : rand_index = adjusted_rand_index = numpy.nan return rand_index , adjusted_rand_index ''",https://github.com/CellProfiler/CellProfiler/blob/6a349582e5923f69d6c544b60765404995256044/cellprofiler/modules/measureobjectoverlap.py#L461,Python,yes,conference,algorithm,method,reference,computer vision,formulas to source code,no
"`` REFERENCES : Chiasson , A . Advances in Modeling of Ground-Source Heat Pump Systems . M.S . Thesis , Oklahoma State University , December 1999 . Chiasson , A.D. , J.D . Spitler , S.J . Rees , M.D . Smith . 2000 . A Model For Simulating The Performance Of A Shallow Pond As A Supplemental Heat Rejecter With Closed-Loop Ground-Source Heat Pump Systems . ASHRAE Transactions . 106 ( 2 ) :107-121 . ''",https://github.com/NREL/EnergyPlus/blob/b89c060c96ebac032d8d93647e94cf73e8cac8bc/src/EnergyPlus/PondGroundHeatExchanger.cc#L109,C++,yes,thesis,background,n/a,related,simulation,no transfer,no
"`` @ see J. Daniels , The Conditioning for Distance Running -- the Scientific Aspects , John Wiley & Sons , New York , 1978 @ see T. Noakes , Lore of Running ( 4th edition ) , Oxford University Press Southern Africa , 2001 @ see http : www.simpsonassociatesinc.com runningmath3.htm @ see http : www.had2know.com health vo2-max-calculator-racing-daniels-gilbert.html ``",https://github.com/Runalyze/Runalyze/blob/75479fa2b0e6d58d8a71452fc338f097a22de619/inc/core/Sports/Running/VO2max/Estimation/DanielsGilbertFormula.php#L5,PHP,yes,book,background,n/a,related,data science,no transfer,no
"`` `` '' '' compute the composed sum `` prod ( p2 ( x - beta ) for beta root of p1 ) `` Examples ======== > > > R , x = ring ( ' x ' , QQ ) > > > f = x 2 - 2 > > > g = x 2 - 3 > > > rs_compose_add ( f , g ) x 4 - 10 x 2 + 1 References ========== .. [ 1 ] A. Bostan , P. Flajolet , B. Salvy and E. Schost `` Fast Computation with Two Algebraic Numbers '' , ( 2002 ) Research Report 4579 , Institut National de Recherche en Informatique et en Automatique. `` '' '' ''",https://github.com/diofant/diofant/blob/4d9f43afde5cae9c6c20890e4ee7352f3f296166/diofant/polys/ring_series.py#L511,Python,yes,report,algorithm,method,reference,science,formulas to source code,no
"`` Computes the PN Coefficients for using in the TaylorT2 timing equation . Terms given in equation 3.8b of : Alessandra Buonanno , Bala R Iyer , Evan Ochsner , Yi Pan , and B S Sathyaprakash , `` Comparison of post-Newtonian templates for compact binary inspiral signals in gravitational-wave detectors '' , Phys . Rev . D 80 , 084043 ( 2009 ) , arXiv:0907.0700v1 ``",https://github.com/lscsoft/lalsuite/blob/8cbd1b7187ce3ed9a825d6ed11cc432f3cfde9a5/lalsimulation/src/LALSimInspiralPNCoefficients.c#L1120,C,404,,,,,,,
"`` `` Superpixel Segmentation using Linear Spectral Clustering '' Zhengqin Li , Jiansheng Chen , IEEE Conference on Computer Vision and Pattern Recognition ( CVPR ) , Jun . 2015 OpenCV port by : Cristian Balint < cristian dot balint at gmail dot com > ``",https://github.com/cpvrlab/SLProject/blob/90e5a60b550a44489654386458d35457940c8b73/lib-SLExternal/opencv/include/opencv2/ximgproc/lsc.hpp#L37,C++,yes,conference,numbers,class,reference,computer vision,numbers to hard coded values,no
"`` extended_p_square_impl multiple quantile estimation @ brief Multiple quantile estimation with the extended f $ P^2 f $ algorithm Extended f $ P^2 f $ algorithm for estimation of several quantiles without storing samples . Assume that f $ m f $ quantiles f $ xi_ { p_1 } , ldots , xi_ { p_m } f $ are to be estimated . Instead of storing the whole sample cumulative distribution , the algorithm maintains only f $ m+2 f $ principal markers and f $ m+1 f $ middle markers , whose positions are updated with each sample and whose heights are adjusted ( if necessary ) using a piecewise-parablic formula . The heights of these central markers are the current estimates of the quantiles and returned as an iterator range . For further details , see K. E. E. Raatikainen , Simultaneous estimation of several quantiles , Simulation , Volume 49 , Number 4 ( October ) , 1986 , p. 159-164 . The extended f $ P^2 f $ algorithm generalizess the f $ P^2 f $ algorithm of R. Jain and I. Chlamtac , The P^2 algorithmus for dynamic calculation of quantiles and histograms without storing observations , Communications of the ACM , Volume 28 ( October ) , Number 10 , 1985 , p. 1076-1085 . @ param extended_p_square_probabilities A vector of quantile probabilities. ``",https://github.com/humeaua/CVATools/blob/405f7caaed597a63a63811d9fc3ff7759f4b1ba0/CVATools/include/boost/accumulators/statistics/extended_p_square.hpp#L39,C++,yes,journal,algorithm,method,reference,other,paper not available,no
"`` .NAME vtkKochanekSpline - computes an interpolating spline using a Kochanek basis . .SECTION Description Implements the Kochenek interpolating spline described in : Kochanek , D. , Bartels , R. , `` Interpolating Splines with Local Tension , Continuity , and Bias Control , '' Computer Graphics , vol . 18 , no . 3 , pp . 33-41 , July 1984 . These splines give the user more control over the shape of the curve than the cardinal splines implemented in vtkCardinalSpline . Three parameters can be specified . All have a range from -1 to 1 . Tension controls how sharply the curve bends at an input point . A value of -1 produces more slack in the curve . A value of 1 tightens the curve . Continuity controls the continuity of the first derivative at input points . Bias controls the direction of the curve at it passes through an input point . A value of -1 undershoots the point while a value of 1 overshoots the point . These three parameters give the user broad control over the shape of the interpolating spline . The original Kochanek paper describes the effects nicely and is recommended reading . ''",https://github.com/mc01104/CTR/blob/dbc514c371b96db96a492d281d3e904a26fa6459/Lib/vtk/include/vtk-5.8/vtkKochanekSpline.h#L15,C++,yes,conference,algorithm,file,reference,other,formulas to source code,no
"`` class TSpectrumTransform ingroup Spectrum brief Advanced 1-dimensional orthogonal transform functions author Miroslav Morhac Class to carry out transforms of 1D spectra , its filtering and enhancement . It allows to calculate classic Fourier , Cosine , Sin , Hartley , Walsh , Haar transforms as well as mixed transforms ( Fourier- Walsh , Fourier-Haar , Walsh-Haar , Cosine-Walsh , Cosine-Haar , Sin-Walsh and Sin-Haar ) . All the transforms are fast . The algorithms in this class have been published in the following references : 1 . C.V. Hampton , B. Lian , Wm . C. McHarris : Fast-Fourier-transform spectral enhancement techniques for gamma-ray spectroscopy.NIM A353 ( 1994 ) 280-284 . 2 . Morhac M. , Matousek V. , New adaptive Cosine-Walsh transform and its application to nuclear data compression , IEEE Transactions on Signal Processing 48 ( 2000 ) 2693 . 3 . Morhac M. , Matousek V. , Data compression using new fast adaptive Cosine-Haar transforms , Digital Signal Processing 8 ( 1998 ) 63 . 4 . Morhac M. , Matousek V. : Multidimensional nuclear data compression using fast adaptive Walsh-Haar transform . Acta Physica Slovaca 51 ( 2001 ) 307. ``",https://github.com/root-project/root/blob/8921a1c18564d4a606d11a1173f42c7df8501dfd/hist/spectrum/src/TSpectrumTransform.cxx#L4,C++,yes,journal,algorithm,class,reference,data science,formulas to source code,no
"`` Compare the given input string and length against a table of known C storage qualifier keywords . We just ignore these in ctf_lookup_by_name , below . To do this quickly , we use a pre-computed Perfect Hash Function similar to the technique originally described in the classic paper : R.J. Cichelli , `` Minimal Perfect Hash Functions Made Simple '' , Communications of the ACM , Volume 23 , Issue 1 , January 1980 , pp . 17-19 . For an input string S of length N , we use hash H = S [ N - 1 ] + N - 105 , which for the current set of qualifiers yields a unique H in the range [ 0 .. 20 ] . The hash can be modified when the keyword set changes as necessary . We also store the length of each keyword and check it prior to the final strcmp ( ) . ``",https://github.com/freenas/os/blob/0e9eb48d96a1edb197c779609b5a889f5e8306cf/cddl/contrib/opensolaris/common/ctf/ctf_lookup.c#L33,C,yes,journal,algorithm,method,reference,other,formulas to source code,no
"`` double dln1px ( double a ) Double precision LN ( 1+X ) Function Returns ln ( 1+x ) Note that the obvious code of LOG ( 1.0+X ) wo n't work for small X because 1.0+X loses accuracy Arguments X -- > Value for which ln ( 1-x ) is desired . X is DOUBLE PRECISION Method Renames ALNREL from : DiDinato , A. R. and Morris , A. H. Algorithm 708 : Significant Digit Computation of the Incomplete Beta Function Ratios . ACM Trans . Math . Softw . 18 ( 1993 ) , 360-373 . -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - EVALUATION OF THE FUNCTION LN ( 1 + A ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - ``",https://github.com/afni/afni/blob/f8eb05c3bd6c404324ad82ab3ae2cf5e9a8dcc0b/src/nifti/nifticdf/nifticdf.c#L6590,C,yes,journal,algorithm,method,reference,computer vision,formulas to source code,no
"`` Reference M. Matsumoto and T. Nishimura , `` Mersenne Twister : A 623-Dimensionally Equidistributed Uniform Pseudo-Random Number Generator '' , ACM Transactions on Modeling and Computer Simulation , Vol . 8 , No . 1 , January 1998 , pp 3-30 . ''",https://github.com/mauge123/mechanical-blender/blob/833f0906b75249c2048a20f24c359d620757e446/intern/smoke/intern/MERSENNETWISTER.h#L16,C,yes,journal,algorithm,file,reference,computer vision,pseudocode to source code,no
"`` `` '' '' Creates a map of the mode of the diffusion tensors given a set of diffusion-weighted images , as well as their associated b-values and b-vectors . Fits the diffusion tensors and calculates tensor mode with Dipy . .. [ 1 ] Daniel B. Ennis and G. Kindlmann , `` Orthogonal Tensor Invariants and the Analysis of Diffusion Tensor Magnetic Resonance Images '' , Magnetic Resonance in Medicine , vol . 55 , no . 1 , pp . 136-146 , 2006 . Example -- -- -- - > > > import nipype.interfaces.dipy as dipy > > > mode = dipy.TensorMode ( ) > > > mode.inputs.in_file = 'diffusion.nii ' > > > mode.inputs.in_bvec = 'bvecs ' > > > mode.inputs.in_bval = 'bvals ' > > > mode.run ( ) doctest : +SKIP `` '' '' ''",https://github.com/nipy/nipype/blob/53e0662534a8e4a02d5f3d7e24c8d5eb49dedb4e/nipype/interfaces/dipy/tensors.py#L92,Python,yes,journal,algorithm,class,reference,science,formulas to source code,no
"`` - Copyright ( c ) 1995 by David Bagley . Permission to use , copy , modify , and distribute this software and its documentation for any purpose and without fee is hereby granted , provided that the above copyright notice appear in all copies and that both that copyright notice and this permission notice appear in supporting documentation . This file is provided AS IS with no warranties of any kind . The author shall have no liability with respect to the infringement of copyrights , trade secrets or any patents by this file or any part thereof . In no event will the author be liable for any lost revenue or profits or other special , indirect and consequential damages . Revision History : 01-Nov-2000 : Allocation checks 10-May-1997 : Compatible with xscreensaver 16-Apr-1997 : -neighbors 3 and 8 added 01-Jan-1997 : Updated ant.c to handle more kinds of ants . Thanks to J Austin David < Austin.David @ tlogic.com > . Check it out in java at http : havoc.gtf.gatech.edu austin He thought up the new Ladder ant . 04-Apr-1996 : -neighbors 6 runtime-time option added for hexagonal ants ( bees ) , coded from an idea of Jim Propp 's in Science News , Oct 28 , 1995 VOL . 148 page 287 20-Sep-1995 : Memory leak in ant fixed . Now random colors . 05-Sep-1995 : Coded from A.K . Dewdney 's `` Computer Recreations '' , Scientific American Magazine '' Sep 1989 pp 180-183 , Mar 1990 p 121 Also used Ian Stewart 's Mathematical Recreations , Scientific American Jul 1994 pp 104-107 also used demon.c and life.c as a guide. ``",https://github.com/openbsd/xenocara/blob/54917569e63ba4dd5a90a324998cb3c0c3824eda/app/xlockmore/modes/ant.c#L12,C,yes,other (news),algorithm,file,reference,other,paper not available,no
"`` `` '' '' Factor analysis Parameters -- -- -- -- -- endog : array-like Variables in columns , observations in rows . May be ` None ` if ` corr ` is not ` None ` . n_factor : int The number of factors to extract corr : array-like Directly specify the correlation matrix instead of estimating it from ` endog ` . If provided , ` endog ` is not used for the factor analysis , it may be used in post-estimation . method : str The method to extract factors , currently must be either 'pa ' for principal axis factor analysis or 'ml ' for maximum likelihood estimation . smc : True or False Whether or not to apply squared multiple correlations ( method='pa ' ) endog_names : str Names of endogeous variables . If specified , it will be used instead of the column names in endog nobs : int The number of observations , not used if endog is present . Needs to be provided for inference if endog is None . missing : 'none ' , 'drop ' , or 'raise ' Missing value handling for endog , default is row-wise deletion 'drop ' If 'none ' , no nan checking is done . If 'drop ' , any observations with nans are dropped . If 'raise ' , an error is raised . Notes -- -- - Experimental Supported rotations : 'varimax ' , 'quartimax ' , 'biquartimax ' , 'equamax ' , 'oblimin ' , 'parsimax ' , 'parsimony ' , 'biquartimin ' , 'promax ' If method='ml ' , the factors are rotated to satisfy condition IC3 of Bai and Li ( 2012 ) . This means that the scores have covariance I , so the model for the covariance matrix is L L ' + diag ( U ) , where L are the loadings and U are the uniquenesses . In addition , L ' diag ( U ) ^ { -1 } L must be diagonal . References -- -- -- -- -- .. [ ] Hofacker , C. ( 2004 ) . Exploratory Factor Analysis , Mathematical Marketing . http : www.openaccesstexts.org pdf Quant_Chapter_11_efa.pdf .. [ ] J Bai , K Li ( 2012 ) . Statistical analysis of factor models of high dimension . Annals of Statistics . https : arxiv.org pdf 1205.6617.pdf `` '' '' ''",https://github.com/statsmodels/statsmodels/blob/d465ebc54533afe2d003ca72287ca866498eb399/statsmodels/multivariate/factor.py#L59,Python,yes,book,algorithm,class,reference,science,formulas to source code,no
"`` Class for building and using a PRISM classifier . For more information , see < p > J. Cendrowska ( 1987 ) . < i > PRISM : An algorithm for inducing modular rules < i > . International Journal of Man-Machine Studies . Vol.27 , No.4 , pp.349-370. < p > @ author Ian H. Witten ( ihw @ cs.waikato.ac.nz ) @ version $ Revision : 1.8.2.1 $ ``",https://github.com/svn2github/weka/blob/c8366c454e9718d0e1634ddf4a72319dac3ce559/branches/stable-3-0-patches/weka/classifiers/Prism.java#L25,Java,yes,journal,algorithm,class,reference,machine learning,formulas to source code,no
"`` `` '' '' Mode ( MO ) of a diffusion tensor [ 1 ] _. Parameters -- -- -- -- -- q_form : ndarray The quadratic form of a tensor , or an array with quadratic forms of tensors . Should be of shape ( x , y , z , 3 , 3 ) or ( n , 3 , 3 ) or ( 3 , 3 ) . Returns -- -- -- - mode : array Calculated tensor mode in each spatial coordinate . Notes -- -- - Mode ranges between -1 ( planar anisotropy ) and +1 ( linear anisotropy ) with 0 representing orthotropy . Mode is calculated with the following equation ( equation 9 in [ 1 ] _ ) : .. math : : Mode = 3 sqrt { 6 } det ( widetilde { A } norm ( widetilde { A } ) ) Where $ widetilde { A } $ is the deviatoric part of the tensor quadratic form . References -- -- -- -- -- .. [ 1 ] Daniel B. Ennis and G. Kindlmann , `` Orthogonal Tensor Invariants and the Analysis of Diffusion Tensor Magnetic Resonance Images '' , Magnetic Resonance in Medicine , vol . 55 , no . 1 , pp . 136-146 , 2006. `` '' '' ''",https://github.com/nipy/dipy/blob/6bee25c1d25acc1437752be0e166acce42bfed84/dipy/reconst/dti.py#L459,Python,yes,journal,algorithm,method,reference,science,formulas to source code,no
"`` ================ Volumetric Hair Interaction ================ adapted from Volumetric Methods for Simulation and Rendering of Hair ( Petrovic , Henne , Anderson , Pixar Technical Memo 06-08 , Pixar Animation Studios ) as well as `` Detail Preserving Continuum Simulation of Straight Hair '' ( McAdams , Selle 2009 ) ``",https://github.com/UPBGE/blender/blob/fb9d84ff7449a352c364fdd0914ca46d9477a739/source/blender/physics/intern/hair_volume.cpp#L46,C,yes,other (technical memo),algorithm,file,reference,computer vision,formulas to source code,no
"`` Following Float to Half-Float converion code is from the implementation of ftp : www.fox-toolkit.org pub fasthalffloatconversion.pdf , `` Fast Half Float Conversions '' by Jeroen van der Zijp , November 2008 ( Revised September 2010 ) . Specially , the basetable [ 512 ] and shifttable [ 512 ] are generated as follows : unsigned short basetable [ 512 ] ; unsigned char shifttable [ 512 ] ; void generatetables ( ) { unsigned int i ; int e ; for ( i = 0 ; i < 256 ; ++i ) { e = i - 127 ; if ( e < -24 ) { Very small numbers map to zero basetable [ i | 0x000 ] = 0x0000 ; basetable [ i | 0x100 ] = 0x8000 ; shifttable [ i | 0x000 ] = 24 ; shifttable [ i | 0x100 ] = 24 ; } else if ( e < -14 ) { Small numbers map to denorms basetable [ i | 0x000 ] = ( 0x0400 > > ( -e-14 ) ) ; basetable [ i | 0x100 ] = ( 0x0400 > > ( -e-14 ) ) | 0x8000 ; shifttable [ i | 0x000 ] = -e-1 ; shifttable [ i | 0x100 ] = -e-1 ; } else if ( e < = 15 ) { Normal numbers just lose precision basetable [ i | 0x000 ] = ( ( e+15 ) < < 10 ) ; basetable [ i| 0x100 ] = ( ( e+15 ) < < 10 ) | 0x8000 ; shifttable [ i|0x000 ] = 13 ; shifttable [ i|0x100 ] = 13 ; } else if ( e < 128 ) { Large numbers map to Infinity basetable [ i|0x000 ] = 0x7C00 ; basetable [ i|0x100 ] = 0xFC00 ; shifttable [ i|0x000 ] = 24 ; shifttable [ i|0x100 ] = 24 ; } else { Infinity and NaN 's stay Infinity and NaN 's basetable [ i|0x000 ] = 0x7C00 ; basetable [ i|0x100 ] = 0xFC00 ; shifttable [ i|0x000 ] = 13 ; shifttable [ i|0x100 ] = 13 ; } } } ``",https://github.com/qt/qtwebengine-chromium/blob/b45f07bfbe74c333f1017810c2409e1aa6077a1b/chromium/third_party/WebKit/Source/platform/graphics/GraphicsContext3DImagePacking.cpp#L120,C++,yes,report,algorithm,method,reference,other,description to source code,no
"`` Balancing function as described by B. N. Parlett and C. Reinsch , `` Balancing a Matrix for Calculation of Eigenvalues and Eigenvectors '' . In : Numerische Mathematik , Volume 13 , Number 4 ( 1969 ) , 293-304 , Springer Berlin Heidelberg . DOI : 10.1007 BF02165404 ''",https://github.com/lukastoenne/blender/blob/4d5cd638ffba6854bfcee2ee7eb836f446b087ca/extern/ceres/internal/ceres/polynomial.cc#L51,C,yes,journal,algorithm,method,reference,computer vision,paper not available,no
"`` Sorts the specified array of objects into ascending order , according to the { @ linkplain Comparable natural ordering } of its elements . All elements in the array must implement the { @ link Comparable } interface . Furthermore , all elements in the array must be < i > mutually comparable < i > ( that is , { @ code e1.compareTo ( e2 ) } must not throw a { @ code ClassCastException } for any elements { @ code e1 } and { @ code e2 } in the array ) . < p > This sort is guaranteed to be < i > stable < i > : equal elements will not be reordered as a result of the sort . < p > Implementation note : This implementation is a stable , adaptive , iterative mergesort that requires far fewer than n lg ( n ) comparisons when the input array is partially sorted , while offering the performance of a traditional mergesort when the input array is randomly ordered . If the input array is nearly sorted , the implementation requires approximately n comparisons . Temporary storage requirements vary from a small constant for nearly sorted input arrays to n 2 object references for randomly ordered input arrays . < p > The implementation takes equal advantage of ascending and descending order in its input array , and can take advantage of ascending and descending order in different parts of the the same input array . It is well-suited to merging two or more sorted arrays : simply concatenate the arrays and sort the resulting array . < p > The implementation was adapted from Tim Peters 's list sort for Python ( < a href= '' http : svn.python.org projects python trunk Objects listsort.txt '' > TimSort < a > ) . It uses techiques from Peter McIlroy 's `` Optimistic Sorting and Information Theoretic Complexity '' , in Proceedings of the Fourth Annual ACM-SIAM Symposium on Discrete Algorithms , pp 467-474 , January 1993 . @ param a the array to be sorted @ throws ClassCastException if the array contains elements that are not < i > mutually comparable < i > ( for example , strings and integers ) @ throws IllegalArgumentException ( optional ) if the natural ordering of the array elements is found to violate the { @ link Comparable } contract ``",https://github.com/google/j2objc/blob/640f81e761b8f360c5ac8189ca624cad62b3452d/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/Arrays.java#L1213,Java,yes,conference,algorithm,method,reference,other,formulas to source code,no
"`` Implementation of Schnorr signatures zero-knowledge proofs , based on description in : F. Hao , P. Ryan , `` Password Authenticated Key Exchange by Juggling '' , 16th Workshop on Security Protocols , Cambridge , April 2008 http : grouper.ieee.org groups 1363 Research contributions hao-ryan-2008.pdf ``",https://github.com/UCSD-PL/kraken/blob/f47735cb931669e88b633852cb013fd0032707d4/examples/ssh-proto/openssh-6.1p1/schnorr.c#L18,C,yes,conference,algorithm,file,reference,other,formulas to source code,no
